id,response,prob
2,0,0.025445099445861
5,1,0.739738646313679
7,0,0.363057510463259
8,0,0.233398780425645
9,1,0.574361633994517
12,0,0.014779437529524
16,0,0.02737012480629
24,0,0.016265337187124
31,0,0.026034514448657
32,0,0.832559870445782
35,0,0.519159180546363
38,0,0.225538646710571
45,0,0.294645045041177
46,0,0.536875122870615
49,0,0.034483128213179
52,1,0.43120445617443
53,0,0.288535742073393
65,1,0.698744676993421
69,0,0.00711493141165
72,0,0.028401288725387
77,0,0.046325596501022
78,0,0.166801186205054
86,0,0.691511753443577
88,0,0.003686790885294
89,0,0.006229943282429
90,0,0.223493903731842
92,0,0.70267695407641
94,0,0.27297998176398
96,1,0.518505054545997
98,1,0.146866938795448
100,1,0.695228001509868
109,0,0.221844623762184
111,1,0.292295169334459
113,0,0.362416294947412
114,1,0.613601628407186
115,0,0.041332251427605
116,0,0.550957641425099
118,1,0.640214415673972
126,0,0.058485471914147
135,1,0.483503186970241
137,0,0.205426109608864
139,0,0.004862882331631
141,0,0.016879308723154
142,1,0.284374985317053
146,0,0.039406764561377
148,1,0.586099203137564
150,0,0.207127267245248
151,0,0.475057909790695
152,1,0.658539266428348
155,0,0.131908281911549
162,1,0.267478824564258
164,0,0.03530785877909
173,0,0.047433817637099
176,0,0.054237951171337
178,1,0.457135448131507
181,1,0.510193433610779
182,0,0.415600193809562
184,0,0.04769758322996
185,1,0.539335725686693
186,1,0.702204716342895
187,0,0.14360880123485
194,0,0.025681006263751
199,0,0.039499643896663
200,0,0.181208744451013
208,1,0.729423058983775
219,0,0.031883659367497
227,0,0.058738274891669
228,1,0.491407119282248
229,0,0.367423090491482
235,0,0.079703243038265
236,1,0.53595683366618
238,0,0.546491990004374
241,0,0.01213896856165
247,0,0.093918270739363
250,0,0.232507888811964
252,1,0.640059930281125
255,0,0.142053394324499
257,0,0.048873792066422
262,1,0.754029059766882
267,0,0.010696516557562
273,1,0.542347486792878
274,0,0.472595392337967
276,1,0.669636708668265
289,1,0.684297484627705
292,0,0.021487343800789
295,0,0.08583836848412
296,0,0.208429238813333
298,0,0.554174228953559
299,0,0.368391988218661
302,1,0.876565488356208
309,0,0.565728332217188
319,1,0.553756476090922
320,0,0.275327882080581
323,0,0.596476075527804
330,0,0.5185793773706
332,0,0.094466175938329
333,0,0.190972201650207
335,1,0.649840364469892
338,0,0.025373005999106
345,0,0.02509466126062
347,1,0.820090720660768
350,0,0.103220174386746
351,0,0.033717912619551
352,0,0.074849901798547
356,1,0.5761328257003
357,0,0.348819912160201
359,1,0.184818734859181
365,0,0.309972568917086
370,0,0.031412950747959
371,0,0.013880900586645
373,0,0.010910261733666
377,0,0.516332021335833
395,0,0.648168352735969
396,0,0.020505105638897
397,0,0.384052298073195
399,0,0.338952260212506
402,0,0.049740973433591
404,0,0.013986983231862
406,0,0.002999122604502
407,0,0.098777886999056
411,1,0.803812450979908
420,1,0.777531040272224
421,0,0.24935241313854
424,0,0.017267177015627
425,0,0.219415300944616
428,0,0.578063071520933
429,0,0.443475481246339
433,0,0.390526025835889
434,1,0.284257886465409
437,0,0.012826486101602
440,0,0.352460177132092
443,0,0.156919539135457
444,0,0.18256065646876
452,0,0.135362589634961
460,0,0.808103813574999
467,0,0.139766651036453
473,0,0.456506935828861
480,1,0.332311956455996
481,0,0.017549253684512
486,0,0.041089792809305
490,0,0.113865648756764
495,1,0.137639737544741
501,0,0.035569292720901
504,0,0.010585611985976
505,1,0.591286313979905
506,0,0.541815576434682
511,0,0.433383965647696
514,0,0.215099703245837
515,1,0.385313491529568
517,0,0.691057686053583
520,0,0.22770268490317
527,0,0.114491525638257
529,0,0.091470300783312
530,0,0.008247600064147
534,1,0.83927398353598
537,0,0.03921056717012
538,0,0.132074076662582
540,0,0.032728419036824
543,1,0.641856640386743
544,1,0.275058573875659
547,0,0.188499919460544
552,0,0.004624200758379
558,0,0.464380740663859
566,0,0.193470461606114
568,1,0.466754624931463
572,0,0.121619685467475
574,0,0.617618760446442
577,0,0.600395790484004
580,1,0.081093073619916
590,0,0.033011639998086
592,0,0.022831028731815
593,0,0.214233601779699
594,0,0.410878264314088
604,0,0.190587665360021
605,0,0.008675230852076
606,0,0.023256507089797
612,0,0.002946898290328
621,0,0.151314148765753
623,0,0.009516424183946
626,0,0.309712758755956
634,0,0.115702191393225
637,0,0.006643948762051
641,1,0.137768451399696
642,1,0.838351862027553
644,0,0.163130507727642
648,1,0.805201385947265
655,0,0.558016409433265
656,0,0.016488045107961
661,0,0.234095516005653
663,0,0.017929903641176
669,0,0.01690803644529
677,1,0.715709374624274
682,0,0.370586759274433
686,0,0.037210296360247
689,0,0.352816061297469
692,0,0.009565903201653
695,0,0.285808713780764
703,0,0.257765561123622
706,0,0.008679221180273
708,0,0.340077801971623
712,0,0.007152557312358
714,0,0.002742302929141
716,0,0.015170503333107
719,0,0.287305291875788
721,0,0.005163722814524
726,0,0.009723252364175
727,0,0.713937482658348
731,0,0.151079690928341
732,0,0.427010795349813
737,0,0.013707244863819
746,0,0.041210295639653
747,0,0.649922849747213
752,0,0.243848885829941
755,0,0.003808677601847
758,0,0.015763871674383
761,1,0.734503899693035
763,0,0.003506287401031
764,0,0.433436077842688
769,0,0.130490330561455
774,0,0.040801091652936
775,0,0.465463738280655
776,1,0.755498861175732
779,0,0.013268922677131
784,1,0.272672997233671
785,0,0.005667113396416
789,0,0.010669325415173
792,0,0.011070995757266
795,0,0.115701582015928
798,1,0.399174532350974
803,1,0.694985729920047
805,0,0.117823142981287
808,1,0.766470991024821
810,1,0.04026094499223
811,0,0.013280451191643
817,1,0.473654048118473
819,0,0.497508316773193
821,0,0.289490869331162
822,0,0.435928043525104
823,0,0.010144332926209
824,1,0.434670674526874
825,1,0.814430745510718
826,0,0.094079888026357
830,0,0.012475019863161
831,0,0.012916105379872
832,0,0.569995910749678
840,0,0.045306519443962
841,1,0.043735186066334
845,0,0.0173525881766
846,0,0.088226266618472
848,0,0.007600740783748
851,0,0.243817590785548
852,0,0.400422463640551
853,0,0.002921535931258
854,1,0.332904448887061
858,0,0.010561940418118
859,0,0.031301520661026
861,1,0.480114260702897
862,1,0.789489983589283
864,1,0.577557091477735
868,0,0.061552650731336
873,0,0.080943861840187
874,0,0.639053601322594
